FlightID,RouteCode,Origin,Destination,RouteType,FlightDate,FlightDurationMins,AircraftType,SeatsAvailable,SeatsSold,Revenue,OperationalCost,OriginLatitude,OriginLongitude,DestinationLatitude,DestinationLongitude
FL161718,DEL-BKK,DEL,BKK,International,2025-01-23,252,Airbus A321,220,213,2777907.76,1669601.48,28.5562,77.1,13.69,100.7501
FL161719,BLR-CCU,BLR,CCU,Domestic,2025-08-03,143,Airbus A320,180,134,808455.69,475204.36,13.1986,77.7066,22.6547,88.4467
FL161720,DEL-AMD,DEL,AMD,Domestic,2025-04-04,89,Airbus A321,220,181,704219.48,498783.94,28.5562,77.1,23.0772,72.6347
FL161721,DEL-DXB,DEL,DXB,International,2025-02-25,198,Airbus A321,220,151,2135928.09,1516786.96,28.5562,77.1,25.2532,55.3657
FL161722,DEL-AMD,DEL,AMD,Domestic,2025-04-13,91,Airbus A321,220,148,670034.13,386627.08,28.5562,77.1,23.0772,72.6347
FL161723,PNQ-BLR,PNQ,BLR,Domestic,2025-02-19,90,Airbus A320,180,128,498845.41,391159.88,18.5821,73.9197,13.1986,77.7066
FL161724,GOI-BOM,GOI,BOM,Domestic,2025-12-18,69,Boeing 737,174,107,453275.69,917559.79,15.3808,73.8314,19.0896,72.8656
FL161725,BOM-HYD,BOM,HYD,Domestic,2025-12-22,87,Boeing 737,174,123,643178.7,397671.63,19.0896,72.8656,17.2403,78.4294
FL161726,BOM-BLR,BOM,BLR,Domestic,2025-08-14,93,Airbus A320,180,130,591487.93,409745.94,19.0896,72.8656,13.1986,77.7066
FL161727,DEL-SYD,DEL,SYD,International,2025-04-03,789,Boeing 777,350,275,5832015.94,3438368.47,28.5562,77.1,-33.9399,151.1753
FL161728,PNQ-DEL,PNQ,DEL,Domestic,2025-01-04,113,Airbus A321,220,139,786464.55,575241.0,18.5821,73.9197,28.5562,77.1
FL161729,MAA-CCU,MAA,CCU,Domestic,2025-04-04,128,Airbus A320,180,138,713685.31,512079.79,12.9941,80.1709,22.6547,88.4467
FL161730,DEL-BKK,DEL,BKK,International,2025-08-14,240,Airbus A321,220,150,1675153.78,1577793.45,28.5562,77.1,13.69,100.7501
FL161731,MAA-COK,MAA,COK,Domestic,2025-01-12,80,Airbus A320,180,137,621871.95,375727.48,12.9941,80.1709,10.152,76.4019
FL161732,BOM-CCU,BOM,CCU,Domestic,2025-11-10,160,Boeing 737,174,102,563443.45,540036.68,19.0896,72.8656,22.6547,88.4467
FL161733,BOM-LHR,BOM,LHR,International,2025-08-22,566,Airbus A350,315,226,3797630.96,2516232.62,19.0896,72.8656,51.47,-0.4543
FL161734,BLR-MAA,BLR,MAA,Domestic,2025-12-14,51,Boeing 737,174,89,430796.5,404372.9,13.1986,77.7066,12.9941,80.1709
FL161735,BLR-SIN,BLR,SIN,International,2025-08-10,269,Airbus A321,220,185,2266832.38,1662100.98,13.1986,77.7066,1.3644,103.9915
FL161736,DEL-SIN,DEL,SIN,International,2025-09-23,342,Airbus A321,220,131,1927492.23,1919287.25,28.5562,77.1,1.3644,103.9915
FL161737,DEL-HYD,DEL,HYD,Domestic,2025-01-03,123,Airbus A320,180,125,680493.81,537487.94,28.5562,77.1,17.2403,78.4294
FL161738,BOM-MAA,BOM,MAA,Domestic,2025-11-06,108,Airbus A321,220,201,870198.87,454106.26,19.0896,72.8656,12.9941,80.1709
FL161739,DEL-BLR,DEL,BLR,Domestic,2025-11-23,156,Airbus A320,180,134,848944.51,571538.37,28.5562,77.1,13.1986,77.7066
FL161740,BOM-DEL,BOM,DEL,Domestic,2025-05-21,117,Boeing 737,174,138,633996.36,485187.78,19.0896,72.8656,28.5562,77.1
FL161741,BOM-BKK,BOM,BKK,International,2025-07-05,253,Boeing 787,250,137,1767059.36,1798242.99,19.0896,72.8656,13.69,100.7501
FL161742,AMD-BLR,AMD,BLR,Domestic,2025-02-06,115,Airbus A321,220,153,827878.59,534749.76,23.0772,72.6347,13.1986,77.7066
FL161743,BLR-MAA,BLR,MAA,Domestic,2025-06-29,48,Boeing 737,174,149,493671.61,323021.83,13.1986,77.7066,12.9941,80.1709
FL161744,DEL-HYD,DEL,HYD,Domestic,2025-12-29,120,Airbus A321,220,153,855158.92,560232.75,28.5562,77.1,17.2403,78.4294
FL161745,AMD-DEL,AMD,DEL,Domestic,2025-05-24,84,Airbus A320,180,175,875612.39,432436.83,23.0772,72.6347,28.5562,77.1
FL161746,DEL-BLR,DEL,BLR,Domestic,2025-10-14,160,Airbus A320,180,140,840922.43,585366.76,28.5562,77.1,13.1986,77.7066
FL161747,HYD-MAA,HYD,MAA,Domestic,2025-02-09,74,Boeing 737,174,152,705608.17,387549.14,17.2403,78.4294,12.9941,80.1709
FL161748,BOM-MAA,BOM,MAA,Domestic,2025-06-04,111,Airbus A321,220,173,533557.8,476736.23,19.0896,72.8656,12.9941,80.1709
FL161749,BLR-PNQ,BLR,PNQ,Domestic,2025-03-20,72,Airbus A320,180,175,856930.51,432467.7,13.1986,77.7066,18.5821,73.9197
FL161750,LKO-DEL,LKO,DEL,Domestic,2025-01-15,65,Boeing 737,174,143,549179.09,723468.52,26.7606,80.8893,28.5562,77.1
FL161751,BOM-MAA,BOM,MAA,Domestic,2025-11-05,103,Airbus A321,220,205,906662.8,449760.01,19.0896,72.8656,12.9941,80.1709
FL161752,DEL-DOH,DEL,DOH,International,2025-06-17,223,Boeing 787,250,186,2809838.29,1575828.83,28.5562,77.1,25.2731,51.6081
FL161753,COK-BOM,COK,BOM,Domestic,2025-03-02,105,Boeing 737,174,155,635851.01,487037.87,10.152,76.4019,19.0896,72.8656
FL161754,LKO-DEL,LKO,DEL,Domestic,2025-05-28,56,Boeing 737,174,146,498217.56,726022.66,26.7606,80.8893,28.5562,77.1
FL161755,PNQ-DEL,PNQ,DEL,Domestic,2025-12-13,108,Airbus A321,220,184,986848.77,509466.11,18.5821,73.9197,28.5562,77.1
FL161756,DEL-HYD,DEL,HYD,Domestic,2025-07-16,123,Airbus A320,180,112,612516.03,515611.62,28.5562,77.1,17.2403,78.4294
FL161757,AMD-DEL,AMD,DEL,Domestic,2025-04-21,91,Boeing 737,174,136,576889.99,391339.09,23.0772,72.6347,28.5562,77.1
FL161758,JAI-DEL,JAI,DEL,Domestic,2025-03-01,45,Airbus A320,180,139,489911.73,737019.24,26.8242,75.8122,28.5562,77.1
FL161759,PNQ-BLR,PNQ,BLR,Domestic,2025-03-07,93,Airbus A320,180,156,709820.17,460759.31,18.5821,73.9197,13.1986,77.7066
FL161760,BLR-SIN,BLR,SIN,International,2025-04-26,266,Boeing 737,174,120,1801446.0,1531751.97,13.1986,77.7066,1.3644,103.9915
FL161761,DEL-JFK,DEL,JFK,International,2025-02-28,911,Airbus A350,315,258,5685086.03,3521372.22,28.5562,77.1,40.6413,-73.7781
FL161762,DEL-MAA,DEL,MAA,Domestic,2025-04-20,166,Boeing 737,174,160,777675.74,585294.09,28.5562,77.1,12.9941,80.1709
FL161763,BLR-HYD,BLR,HYD,Domestic,2025-03-08,66,Airbus A320,180,131,498916.06,407976.87,13.1986,77.7066,17.2403,78.4294
FL161764,BOM-NRT,BOM,NRT,International,2025-04-22,540,Boeing 787,250,205,3693029.03,2560038.85,19.0896,72.8656,35.772,140.3929
FL161765,PNQ-BLR,PNQ,BLR,Domestic,2025-11-30,78,Airbus A320,180,129,467138.5,404562.19,18.5821,73.9197,13.1986,77.7066
FL161766,BLR-COK,BLR,COK,Domestic,2025-04-09,66,Airbus A321,220,180,790465.7,471468.71,13.1986,77.7066,10.152,76.4019
FL161767,BLR-COK,BLR,COK,Domestic,2025-10-03,64,Boeing 737,174,113,435214.29,448664.0,13.1986,77.7066,10.152,76.4019
FL161768,DEL-MAA,DEL,MAA,Domestic,2025-06-20,154,Boeing 737,174,109,596813.32,513380.95,28.5562,77.1,12.9941,80.1709
FL161769,AMD-BLR,AMD,BLR,Domestic,2025-07-26,121,Boeing 737,174,117,515356.78,515467.54,23.0772,72.6347,13.1986,77.7066
FL161770,LKO-DEL,LKO,DEL,Domestic,2025-04-17,72,Boeing 737,174,130,536567.91,790194.3,26.7606,80.8893,28.5562,77.1
FL161771,BOM-DXB,BOM,DXB,International,2025-05-02,183,Boeing 787,250,181,2252831.88,1506721.04,19.0896,72.8656,25.2532,55.3657
FL161772,MAA-CCU,MAA,CCU,Domestic,2025-05-08,152,Airbus A320,180,128,644818.8,496335.08,12.9941,80.1709,22.6547,88.4467
FL161773,GOI-BOM,GOI,BOM,Domestic,2025-12-10,63,Boeing 737,174,169,702585.69,829244.84,15.3808,73.8314,19.0896,72.8656
FL161774,BLR-CCU,BLR,CCU,Domestic,2025-01-01,144,Airbus A320,180,143,792851.74,490304.08,13.1986,77.7066,22.6547,88.4467
FL161775,COK-BOM,COK,BOM,Domestic,2025-12-03,109,Airbus A320,180,137,657723.42,500894.27,10.152,76.4019,19.0896,72.8656
FL161776,DEL-DXB,DEL,DXB,International,2025-12-17,190,Boeing 737,174,149,1911889.11,1389313.69,28.5562,77.1,25.2532,55.3657
FL161777,COK-BOM,COK,BOM,Domestic,2025-01-25,108,Airbus A321,220,170,960703.49,502677.59,10.152,76.4019,19.0896,72.8656
FL161778,GOI-BOM,GOI,BOM,Domestic,2025-07-19,63,Airbus A321,220,167,547330.02,943097.33,15.3808,73.8314,19.0896,72.8656
FL161779,BOM-DEL,BOM,DEL,Domestic,2025-05-12,119,Airbus A321,220,176,919960.64,553618.47,19.0896,72.8656,28.5562,77.1
FL161780,GOI-DEL,GOI,DEL,Domestic,2025-12-29,148,Airbus A321,220,162,876682.35,913436.76,15.3808,73.8314,28.5562,77.1
FL161781,BOM-MAA,BOM,MAA,Domestic,2025-03-08,112,Airbus A321,220,177,980768.35,452940.86,19.0896,72.8656,12.9941,80.1709
FL161782,DEL-MAA,DEL,MAA,Domestic,2025-03-15,175,Airbus A321,220,168,837875.93,594498.12,28.5562,77.1,12.9941,80.1709
FL161783,DEL-BKK,DEL,BKK,International,2025-01-07,253,Boeing 787,250,221,3290691.25,1817397.68,28.5562,77.1,13.69,100.7501
FL161784,BOM-DEL,BOM,DEL,Domestic,2025-04-01,124,Airbus A320,180,175,771691.16,467523.71,19.0896,72.8656,28.5562,77.1
FL161785,GOI-DEL,GOI,DEL,Domestic,2025-10-07,157,Airbus A320,180,162,952528.22,972377.65,15.3808,73.8314,28.5562,77.1
FL161786,DEL-MAA,DEL,MAA,Domestic,2025-12-05,154,Airbus A320,180,149,801862.1,574765.5,28.5562,77.1,12.9941,80.1709
FL161787,DEL-CCU,DEL,CCU,Domestic,2025-05-20,147,Boeing 737,174,138,680645.42,575283.78,28.5562,77.1,22.6547,88.4467
FL161788,BLR-PNQ,BLR,PNQ,Domestic,2025-11-19,81,Boeing 737,174,142,659248.76,458068.32,13.1986,77.7066,18.5821,73.9197
FL161789,BLR-HYD,BLR,HYD,Domestic,2025-04-24,58,Airbus A321,220,192,827053.38,439182.47,13.1986,77.7066,17.2403,78.4294
FL161790,COK-DEL,COK,DEL,Domestic,2025-09-11,190,Boeing 787,250,203,1208930.22,694864.35,10.152,76.4019,28.5562,77.1
FL161791,BOM-BLR,BOM,BLR,Domestic,2025-10-15,101,Airbus A321,220,184,886469.62,527704.41,19.0896,72.8656,13.1986,77.7066
FL161792,GOI-BOM,GOI,BOM,Domestic,2025-03-27,46,Airbus A320,180,134,632084.42,859722.95,15.3808,73.8314,19.0896,72.8656
FL161793,AMD-BLR,AMD,BLR,Domestic,2025-03-15,119,Airbus A320,180,127,608352.35,464188.19,23.0772,72.6347,13.1986,77.7066
FL161794,DEL-CCU,DEL,CCU,Domestic,2025-10-03,135,Airbus A321,220,177,834488.57,563157.58,28.5562,77.1,22.6547,88.4467
FL161795,DEL-CCU,DEL,CCU,Domestic,2025-09-21,126,Airbus A320,180,149,771868.1,452550.42,28.5562,77.1,22.6547,88.4467
FL161796,DEL-SYD,DEL,SYD,International,2025-01-13,806,Airbus A350,315,228,4820512.79,3359315.79,28.5562,77.1,-33.9399,151.1753
FL161797,BOM-BLR,BOM,BLR,Domestic,2025-04-01,97,Airbus A321,220,167,666875.56,576709.72,19.0896,72.8656,13.1986,77.7066
FL161798,BOM-DOH,BOM,DOH,International,2025-01-22,196,Boeing 737,174,118,1415520.32,1359906.04,19.0896,72.8656,25.2731,51.6081
FL161799,BLR-CCU,BLR,CCU,Domestic,2025-10-29,155,Airbus A320,180,139,702550.95,543906.64,13.1986,77.7066,22.6547,88.4467
FL161800,BOM-BLR,BOM,BLR,Domestic,2025-02-03,86,Airbus A321,220,175,647533.07,594802.33,19.0896,72.8656,13.1986,77.7066
FL161801,HYD-DXB,HYD,DXB,International,2025-02-10,225,Boeing 737,174,164,1948390.34,1578477.69,17.2403,78.4294,25.2532,55.3657
FL161802,GOI-BOM,GOI,BOM,Domestic,2025-06-05,69,Boeing 737,174,133,493588.4,892554.42,15.3808,73.8314,19.0896,72.8656
FL161803,HYD-MAA,HYD,MAA,Domestic,2025-11-09,63,Airbus A320,180,163,551958.86,391406.75,17.2403,78.4294,12.9941,80.1709
FL161804,DEL-HYD,DEL,HYD,Domestic,2025-04-17,133,Airbus A320,180,161,807913.92,507781.44,28.5562,77.1,17.2403,78.4294
FL161805,BOM-HYD,BOM,HYD,Domestic,2025-09-06,83,Boeing 737,174,123,608339.86,415659.31,19.0896,72.8656,17.2403,78.4294
FL161806,DEL-LHR,DEL,LHR,International,2025-05-28,526,Boeing 777,350,303,5989434.83,2450707.21,28.5562,77.1,51.47,-0.4543
FL161807,BOM-CCU,BOM,CCU,Domestic,2025-01-01,157,Airbus A320,180,125,709213.6,547962.81,19.0896,72.8656,22.6547,88.4467
FL161808,MAA-CCU,MAA,CCU,Domestic,2025-08-12,139,Airbus A320,180,113,578638.97,532718.79,12.9941,80.1709,22.6547,88.4467
FL161809,BOM-LHR,BOM,LHR,International,2025-02-17,566,Boeing 787,250,162,2945981.16,2372358.51,19.0896,72.8656,51.47,-0.4543
FL161810,BOM-DXB,BOM,DXB,International,2025-08-19,181,Boeing 787,250,195,2539683.87,1570840.9,19.0896,72.8656,25.2532,55.3657
FL161811,GOI-BOM,GOI,BOM,Domestic,2025-06-22,65,Airbus A320,180,138,520827.05,754117.86,15.3808,73.8314,19.0896,72.8656
FL161812,DEL-BLR,DEL,BLR,Domestic,2025-02-15,167,Boeing 737,174,133,721431.7,583350.36,28.5562,77.1,13.1986,77.7066
FL161813,DEL-LHR,DEL,LHR,International,2025-04-13,527,Boeing 777,350,333,4884646.75,2396670.43,28.5562,77.1,51.47,-0.4543
FL161814,MAA-SIN,MAA,SIN,International,2025-08-23,254,Boeing 787,250,179,2446625.61,1727766.08,12.9941,80.1709,1.3644,103.9915
FL161815,BLR-HYD,BLR,HYD,Domestic,2025-01-03,76,Boeing 737,174,137,474855.66,415095.86,13.1986,77.7066,17.2403,78.4294
FL161816,DEL-BKK,DEL,BKK,International,2025-07-01,239,Boeing 787,250,189,2472738.26,1714342.89,28.5562,77.1,13.69,100.7501
FL161817,DEL-DOH,DEL,DOH,International,2025-04-22,223,Boeing 737,174,134,1787540.76,1503746.59,28.5562,77.1,25.2731,51.6081
FL161818,DEL-DOH,DEL,DOH,International,2025-02-25,226,Boeing 737,174,121,1252032.42,1493583.74,28.5562,77.1,25.2731,51.6081
FL161819,BOM-DOH,BOM,DOH,International,2025-04-16,210,Boeing 737,174,162,2050916.56,1414059.39,19.0896,72.8656,25.2731,51.6081
FL161820,AMD-BLR,AMD,BLR,Domestic,2025-04-27,123,Airbus A320,180,149,832016.25,466481.5,23.0772,72.6347,13.1986,77.7066
FL161821,AMD-DEL,AMD,DEL,Domestic,2025-07-16,87,Airbus A320,180,150,703028.4,420981.33,23.0772,72.6347,28.5562,77.1
FL161822,LKO-DEL,LKO,DEL,Domestic,2025-03-05,58,Airbus A320,180,139,565474.08,678094.05,26.7606,80.8893,28.5562,77.1
FL161823,HYD-COK,HYD,COK,Domestic,2025-02-07,97,Airbus A320,180,148,593688.98,434593.82,17.2403,78.4294,10.152,76.4019
FL161824,DEL-MAA,DEL,MAA,Domestic,2025-10-16,155,Airbus A320,180,147,841511.78,547115.06,28.5562,77.1,12.9941,80.1709
FL161825,MAA-SIN,MAA,SIN,International,2025-10-04,242,Airbus A321,220,152,1935827.15,1608127.97,12.9941,80.1709,1.3644,103.9915
FL161826,AMD-DEL,AMD,DEL,Domestic,2025-12-26,92,Boeing 737,174,153,610015.11,449623.09,23.0772,72.6347,28.5562,77.1
FL161827,BLR-MAA,BLR,MAA,Domestic,2025-04-25,52,Boeing 737,174,144,584340.83,408005.29,13.1986,77.7066,12.9941,80.1709
FL161828,BOM-CDG,BOM,CDG,International,2025-03-22,549,Boeing 777,350,250,4931451.69,2500541.08,19.0896,72.8656,49.0097,2.5479
FL161829,DEL-FRA,DEL,FRA,International,2025-10-04,480,Boeing 787,250,162,3018195.18,2176900.71,28.5562,77.1,50.0379,8.5622
FL161830,BLR-CCU,BLR,CCU,Domestic,2025-07-30,139,Airbus A320,180,143,799763.2,494718.47,13.1986,77.7066,22.6547,88.4467
FL161831,COK-DEL,COK,DEL,Domestic,2025-06-04,180,Airbus A320,180,130,765445.76,565396.18,10.152,76.4019,28.5562,77.1
FL161832,DEL-CDG,DEL,CDG,International,2025-08-12,511,Boeing 777,350,236,4629311.28,2473017.76,28.5562,77.1,49.0097,2.5479
FL161833,BOM-BLR,BOM,BLR,Domestic,2025-10-15,97,Airbus A321,220,148,665273.33,508341.97,19.0896,72.8656,13.1986,77.7066
FL161834,AMD-DEL,AMD,DEL,Domestic,2025-05-10,87,Boeing 737,174,119,586932.42,474056.4,23.0772,72.6347,28.5562,77.1
FL161835,DEL-MAA,DEL,MAA,Domestic,2025-04-07,171,Airbus A320,180,150,803926.83,611947.79,28.5562,77.1,12.9941,80.1709
FL161836,MAA-CCU,MAA,CCU,Domestic,2025-02-25,138,Airbus A320,180,147,783381.55,520163.21,12.9941,80.1709,22.6547,88.4467
FL161837,BOM-DEL,BOM,DEL,Domestic,2025-12-07,115,Airbus A320,180,175,951467.74,443468.89,19.0896,72.8656,28.5562,77.1
FL161838,DEL-BKK,DEL,BKK,International,2025-03-04,261,Boeing 737,174,106,1512607.04,1608111.1,28.5562,77.1,13.69,100.7501
FL161839,DEL-FRA,DEL,FRA,International,2025-10-24,485,Boeing 787,250,210,3718919.94,2278889.19,28.5562,77.1,50.0379,8.5622
FL161840,HYD-CCU,HYD,CCU,Domestic,2025-03-24,115,Boeing 737,174,114,479362.46,440656.59,17.2403,78.4294,22.6547,88.4467
FL161841,BLR-CCU,BLR,CCU,Domestic,2025-07-07,152,Airbus A320,180,133,728357.61,520151.39,13.1986,77.7066,22.6547,88.4467
FL161842,MAA-COK,MAA,COK,Domestic,2025-02-12,62,Airbus A320,180,135,569229.95,442059.99,12.9941,80.1709,10.152,76.4019
FL161843,BOM-BLR,BOM,BLR,Domestic,2025-03-01,104,Boeing 737,174,119,537180.49,436734.56,19.0896,72.8656,13.1986,77.7066
FL161844,HYD-DXB,HYD,DXB,International,2025-04-25,220,Airbus A321,220,153,2065500.0,1685958.89,17.2403,78.4294,25.2532,55.3657
FL161845,BOM-MAA,BOM,MAA,Domestic,2025-09-25,108,Airbus A320,180,139,642412.81,441090.47,19.0896,72.8656,12.9941,80.1709
FL161846,LKO-DEL,LKO,DEL,Domestic,2025-10-17,60,Boeing 737,174,136,504782.52,639929.43,26.7606,80.8893,28.5562,77.1
FL161847,DEL-AMD,DEL,AMD,Domestic,2025-04-13,85,Airbus A320,180,137,414139.49,478672.26,28.5562,77.1,23.0772,72.6347
FL161848,PNQ-DEL,PNQ,DEL,Domestic,2025-03-14,108,Boeing 737,174,132,614477.99,517464.97,18.5821,73.9197,28.5562,77.1
FL161849,BLR-HYD,BLR,HYD,Domestic,2025-04-10,63,Boeing 737,174,128,467711.42,417282.81,13.1986,77.7066,17.2403,78.4294
FL161850,BLR-MAA,BLR,MAA,Domestic,2025-09-18,57,Airbus A320,180,169,666207.31,428302.7,13.1986,77.7066,12.9941,80.1709
FL161851,BLR-HYD,BLR,HYD,Domestic,2025-08-13,67,Airbus A320,180,150,808857.75,417103.75,13.1986,77.7066,17.2403,78.4294
FL161852,MAA-CCU,MAA,CCU,Domestic,2025-07-23,144,Airbus A321,220,164,793633.11,537188.23,12.9941,80.1709,22.6547,88.4467
FL161853,JAI-DEL,JAI,DEL,Domestic,2025-06-14,45,Boeing 737,174,147,480175.65,613716.38,26.8242,75.8122,28.5562,77.1
FL161854,DEL-AMD,DEL,AMD,Domestic,2025-05-05,99,Boeing 737,174,105,536536.94,421721.79,28.5562,77.1,23.0772,72.6347
FL161855,HYD-MAA,HYD,MAA,Domestic,2025-05-30,65,Airbus A320,180,143,586299.04,394779.59,17.2403,78.4294,12.9941,80.1709
FL161856,DEL-HYD,DEL,HYD,Domestic,2025-10-22,140,Airbus A320,180,145,669343.29,509935.95,28.5562,77.1,17.2403,78.4294
FL161857,BOM-HYD,BOM,HYD,Domestic,2025-01-21,69,Airbus A320,180,157,658470.79,413603.66,19.0896,72.8656,17.2403,78.4294
FL161858,BLR-PNQ,BLR,PNQ,Domestic,2025-08-20,74,Airbus A321,220,201,948795.21,513656.53,13.1986,77.7066,18.5821,73.9197
FL161859,BOM-LHR,BOM,LHR,International,2025-05-05,566,Airbus A350,315,224,4278019.97,2538144.56,19.0896,72.8656,51.47,-0.4543
FL161860,COK-BOM,COK,BOM,Domestic,2025-03-29,123,Boeing 737,174,129,663062.66,499146.69,10.152,76.4019,19.0896,72.8656
FL161861,BOM-DXB,BOM,DXB,International,2025-10-09,179,Boeing 737,174,151,1820606.8,1379521.18,19.0896,72.8656,25.2532,55.3657
FL161862,DEL-BKK,DEL,BKK,International,2025-07-01,251,Boeing 787,250,221,2824883.78,2069577.94,28.5562,77.1,13.69,100.7501
FL161863,BOM-MAA,BOM,MAA,Domestic,2025-03-12,113,Airbus A321,220,186,827135.32,484919.65,19.0896,72.8656,12.9941,80.1709
FL161864,LKO-DEL,LKO,DEL,Domestic,2025-11-24,73,Airbus A321,220,156,618506.21,785949.79,26.7606,80.8893,28.5562,77.1
FL161865,DEL-SYD,DEL,SYD,International,2025-07-19,804,Airbus A350,315,230,5159959.41,3377680.72,28.5562,77.1,-33.9399,151.1753
FL161866,DEL-MAA,DEL,MAA,Domestic,2025-05-04,161,Boeing 737,174,111,761916.5,588430.26,28.5562,77.1,12.9941,80.1709
FL161867,BOM-CCU,BOM,CCU,Domestic,2025-04-12,164,Boeing 737,174,122,662563.09,510844.37,19.0896,72.8656,22.6547,88.4467
FL161868,BLR-MAA,BLR,MAA,Domestic,2025-09-23,61,Airbus A321,220,188,529645.56,424729.35,13.1986,77.7066,12.9941,80.1709
FL161869,DEL-HYD,DEL,HYD,Domestic,2025-05-03,133,Airbus A321,220,148,858966.35,572338.74,28.5562,77.1,17.2403,78.4294
FL161870,BLR-MAA,BLR,MAA,Domestic,2025-10-14,61,Airbus A320,180,155,523589.22,387092.68,13.1986,77.7066,12.9941,80.1709
FL161871,DEL-HYD,DEL,HYD,Domestic,2025-07-19,127,Boeing 737,174,118,639009.86,526674.99,28.5562,77.1,17.2403,78.4294
FL161872,BLR-HYD,BLR,HYD,Domestic,2025-10-28,64,Airbus A320,180,130,465476.35,438110.66,13.1986,77.7066,17.2403,78.4294
FL161873,PNQ-BLR,PNQ,BLR,Domestic,2025-12-24,96,Airbus A320,180,149,626156.78,485266.2,18.5821,73.9197,13.1986,77.7066
FL161874,HYD-CCU,HYD,CCU,Domestic,2025-05-06,117,Airbus A321,220,169,752445.95,547214.34,17.2403,78.4294,22.6547,88.4467
FL161875,GOI-BOM,GOI,BOM,Domestic,2025-12-14,70,Airbus A321,220,151,488533.98,1282677.46,15.3808,73.8314,19.0896,72.8656
FL161876,DEL-MAA,DEL,MAA,Domestic,2025-07-04,168,Airbus A321,220,149,1127124.01,522626.86,28.5562,77.1,12.9941,80.1709
FL161877,BLR-MAA,BLR,MAA,Domestic,2025-10-24,49,Airbus A321,220,177,542030.39,410115.15,13.1986,77.7066,12.9941,80.1709
FL161878,DEL-CDG,DEL,CDG,International,2025-02-23,518,Airbus A350,315,239,4139675.86,2363659.19,28.5562,77.1,49.0097,2.5479
FL161879,HYD-MAA,HYD,MAA,Domestic,2025-09-26,61,Airbus A320,180,130,567402.54,464510.43,17.2403,78.4294,12.9941,80.1709
FL161880,HYD-COK,HYD,COK,Domestic,2025-11-04,102,Airbus A321,220,166,738839.23,505838.86,17.2403,78.4294,10.152,76.4019
FL161881,DEL-HYD,DEL,HYD,Domestic,2025-08-25,129,Boeing 737,174,97,482768.06,494335.14,28.5562,77.1,17.2403,78.4294
FL161882,BOM-DEL,BOM,DEL,Domestic,2025-08-25,118,Airbus A321,220,145,562866.68,654012.47,19.0896,72.8656,28.5562,77.1
FL161883,DEL-MAA,DEL,MAA,Domestic,2025-07-13,164,Airbus A321,220,169,980354.19,603796.58,28.5562,77.1,12.9941,80.1709
FL161884,COK-DEL,COK,DEL,Domestic,2025-07-05,178,Airbus A321,220,133,833508.15,586296.68,10.152,76.4019,28.5562,77.1
FL161885,COK-BOM,COK,BOM,Domestic,2025-01-16,108,Airbus A320,180,150,827869.01,458549.66,10.152,76.4019,19.0896,72.8656
FL161886,AMD-DEL,AMD,DEL,Domestic,2025-07-15,97,Airbus A320,180,136,602972.32,494217.02,23.0772,72.6347,28.5562,77.1
FL161887,AMD-DEL,AMD,DEL,Domestic,2025-06-29,105,Boeing 737,174,149,430747.34,478703.55,23.0772,72.6347,28.5562,77.1
FL161888,PNQ-DEL,PNQ,DEL,Domestic,2025-05-14,117,Boeing 737,174,133,683702.15,607628.41,18.5821,73.9197,28.5562,77.1
FL161889,BOM-HYD,BOM,HYD,Domestic,2025-03-25,82,Airbus A321,220,145,575457.51,575494.41,19.0896,72.8656,17.2403,78.4294
FL161890,BOM-HYD,BOM,HYD,Domestic,2025-01-12,76,Airbus A320,180,129,524208.7,477745.39,19.0896,72.8656,17.2403,78.4294
FL161891,GOI-BOM,GOI,BOM,Domestic,2025-03-17,78,Boeing 737,174,155,508202.77,981482.04,15.3808,73.8314,19.0896,72.8656
FL161892,AMD-BLR,AMD,BLR,Domestic,2025-04-22,128,Airbus A320,180,143,681487.35,453567.66,23.0772,72.6347,13.1986,77.7066
FL161893,BLR-DXB,BLR,DXB,International,2025-03-10,238,Boeing 737,174,112,1499129.33,1478855.83,13.1986,77.7066,25.2532,55.3657
FL161894,PNQ-DEL,PNQ,DEL,Domestic,2025-08-21,112,Airbus A320,180,146,799404.74,516174.69,18.5821,73.9197,28.5562,77.1
FL161895,BLR-CCU,BLR,CCU,Domestic,2025-01-30,147,Boeing 737,174,119,646055.9,497241.33,13.1986,77.7066,22.6547,88.4467
FL161896,AMD-DEL,AMD,DEL,Domestic,2025-10-02,91,Boeing 737,174,125,366864.04,404547.21,23.0772,72.6347,28.5562,77.1
FL161897,BLR-HYD,BLR,HYD,Domestic,2025-05-10,84,Boeing 737,174,124,541024.41,401010.39,13.1986,77.7066,17.2403,78.4294
FL161898,BOM-BKK,BOM,BKK,International,2025-12-22,250,Airbus A321,220,180,2183308.27,1693211.11,19.0896,72.8656,13.69,100.7501
FL161899,DEL-HYD,DEL,HYD,Domestic,2025-03-05,139,Airbus A320,180,118,627285.71,517001.49,28.5562,77.1,17.2403,78.4294
FL161900,BOM-CCU,BOM,CCU,Domestic,2025-10-21,168,Airbus A320,180,125,711760.63,568473.61,19.0896,72.8656,22.6547,88.4467
FL161901,DEL-BKK,DEL,BKK,International,2025-12-09,254,Airbus A321,220,149,1927083.77,1691535.67,28.5562,77.1,13.69,100.7501
